MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,FTResult,HTHome,HTAway,HTResult,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellow,AwayYellow,HomeRed,AwayRed,Form5Home,Form5Away,OddHome,OddDraw,OddAway,HomeElo,AwayElo,GoalDiff,Favorite,Upset,EloDiff,HomePrecision,AwayPrecision
2003-04-19,Charlton,Birmingham,0.0,2.0,A,0.0,1.0,A,7.0,13.0,5.0,7.0,16.0,12.0,8.0,5.0,2.0,1.0,0.0,0.0,1.0,9.0,2.1,3.25,3.0,1662.15,1597.94,-2.0,Charlton,True,64.2,0.71,0.54
2003-04-19,Everton,Liverpool,1.0,2.0,A,0.0,1.0,A,9.0,8.0,4.0,2.0,15.0,18.0,4.0,3.0,4.0,3.0,2.0,0.0,8.0,12.0,2.5,3.2,2.5,1696.2,1791.32,-1.0,Ninguno,False,-95.1,0.44,0.25
2003-04-19,Fulham,Newcastle,2.0,1.0,H,0.0,1.0,A,13.0,8.0,6.0,6.0,12.0,9.0,6.0,13.0,1.0,1.0,0.0,1.0,4.0,6.0,3.0,3.25,2.1,1622.0,1777.46,1.0,Newcastle,True,-155.5,0.46,0.75
2003-04-19,Man United,Blackburn,3.0,1.0,H,2.0,1.0,H,18.0,6.0,12.0,1.0,8.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,13.0,12.0,1.3,4.5,8.0,1904.48,1713.55,2.0,Man United,False,190.9,0.67,0.17
2003-04-19,Middlesbrough,Arsenal,0.0,2.0,A,0.0,0.0,D,7.0,6.0,3.0,2.0,16.0,12.0,3.0,5.0,0.0,1.0,0.0,0.0,11.0,8.0,3.75,3.25,1.83,1685.32,1862.7,-2.0,Arsenal,False,-177.4,0.43,0.33
2003-04-19,Southampton,Leeds,3.0,2.0,H,2.0,0.0,H,16.0,5.0,7.0,3.0,8.0,22.0,11.0,1.0,0.0,4.0,0.0,1.0,6.0,4.0,2.2,3.25,2.8,1684.37,1694.01,1.0,Southampton,False,-9.6,0.44,0.6
2003-04-19,Sunderland,West Brom,1.0,2.0,A,0.0,2.0,A,20.0,9.0,13.0,7.0,19.0,12.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,2.1,3.25,3.0,1519.28,1517.95,-1.0,Sunderland,True,1.3,0.65,0.78
2003-04-21,Birmingham,Southampton,3.0,2.0,H,0.0,1.0,A,15.0,12.0,9.0,7.0,10.0,19.0,5.0,3.0,0.0,2.0,0.0,0.0,9.0,9.0,2.1,3.25,3.0,1597.94,1684.37,1.0,Birmingham,False,-86.4,0.6,0.58
2003-04-21,Blackburn,Bolton,0.0,0.0,D,0.0,0.0,D,11.0,6.0,5.0,3.0,14.0,13.0,9.0,4.0,2.0,3.0,0.0,0.0,9.0,12.0,1.8,3.4,3.6,1713.55,1615.89,0.0,Blackburn,False,97.7,0.45,0.5
2003-04-21,Chelsea,Everton,4.0,1.0,H,1.0,0.0,H,13.0,3.0,9.0,1.0,11.0,15.0,4.0,0.0,1.0,1.0,0.0,0.0,12.0,7.0,1.73,3.2,4.33,1783.1,1696.2,3.0,Chelsea,False,86.9,0.69,0.33
2003-04-21,Liverpool,Charlton,2.0,1.0,H,0.0,0.0,D,20.0,5.0,10.0,5.0,4.0,14.0,8.0,9.0,0.0,1.0,0.0,0.0,12.0,1.0,1.4,3.75,7.0,1791.32,1662.15,1.0,Liverpool,False,129.2,0.5,1.0
2003-04-21,Man City,Sunderland,3.0,0.0,H,2.0,0.0,H,15.0,4.0,8.0,3.0,12.0,11.0,7.0,3.0,0.0,1.0,0.0,0.0,7.0,0.0,1.57,3.6,5.0,1647.56,1519.28,3.0,Man City,False,128.3,0.53,0.75
2003-04-21,Newcastle,Aston Villa,1.0,1.0,D,1.0,0.0,H,16.0,10.0,4.0,7.0,6.0,13.0,8.0,5.0,0.0,1.0,0.0,0.0,6.0,6.0,1.5,3.4,6.0,1777.46,1657.98,0.0,Newcastle,False,119.5,0.25,0.7
2003-04-21,West Brom,Tottenham,2.0,3.0,A,1.0,1.0,D,8.0,8.0,8.0,5.0,9.0,10.0,5.0,8.0,2.0,2.0,0.0,0.0,3.0,4.0,3.0,3.25,2.1,1517.95,1673.78,-1.0,Tottenham,False,-155.8,1.0,0.62
2003-04-21,West Ham,Middlesbrough,1.0,0.0,H,0.0,0.0,D,13.0,6.0,9.0,2.0,15.0,18.0,4.0,6.0,1.0,2.0,0.0,0.0,6.0,8.0,1.83,3.5,3.5,1635.71,1685.32,1.0,West Ham,False,-49.6,0.69,0.33
2003-04-22,Leeds,Fulham,2.0,0.0,H,1.0,0.0,H,19.0,7.0,7.0,2.0,18.0,17.0,8.0,4.0,0.0,2.0,0.0,0.0,4.0,4.0,1.67,3.4,4.5,1694.01,1622.0,2.0,Leeds,False,72.0,0.37,0.29
2003-04-26,Birmingham,Middlesbrough,3.0,0.0,H,2.0,0.0,H,7.0,6.0,6.0,4.0,17.0,18.0,3.0,3.0,1.0,2.0,0.0,0.0,12.0,5.0,2.1,3.25,3.0,1597.94,1685.32,3.0,Birmingham,False,-87.4,0.86,0.67
2003-04-26,Bolton,Arsenal,2.0,2.0,D,0.0,0.0,D,17.0,8.0,11.0,7.0,15.0,16.0,10.0,4.0,2.0,2.0,1.0,0.0,10.0,8.0,5.0,3.6,1.57,1615.89,1862.7,0.0,Arsenal,False,-246.8,0.65,0.88
2003-04-26,Charlton,Southampton,2.0,1.0,H,1.0,0.0,H,14.0,14.0,10.0,6.0,15.0,12.0,7.0,10.0,1.0,1.0,0.0,0.0,1.0,6.0,2.2,3.25,2.8,1662.15,1684.37,1.0,Charlton,False,-22.2,0.71,0.43
2003-04-26,Chelsea,Fulham,1.0,1.0,D,1.0,0.0,H,11.0,7.0,5.0,5.0,9.0,11.0,9.0,2.0,3.0,2.0,0.0,0.0,12.0,3.0,1.4,4.0,6.5,1783.1,1622.0,0.0,Chelsea,False,161.1,0.45,0.71
2003-04-26,Everton,Aston Villa,2.0,1.0,H,0.0,0.0,D,11.0,15.0,8.0,10.0,10.0,13.0,8.0,6.0,0.0,1.0,0.0,0.0,6.0,7.0,1.8,3.25,4.0,1696.2,1657.98,1.0,Everton,False,38.2,0.73,0.67
2003-04-26,Leeds,Blackburn,2.0,3.0,A,1.0,1.0,D,15.0,10.0,9.0,5.0,12.0,18.0,11.0,6.0,2.0,1.0,0.0,0.0,7.0,7.0,2.0,3.4,3.0,1694.01,1713.55,-1.0,Leeds,True,-19.5,0.6,0.5
2003-04-26,Sunderland,Newcastle,0.0,1.0,A,0.0,1.0,A,12.0,18.0,8.0,9.0,20.0,18.0,6.0,8.0,4.0,4.0,0.0,0.0,0.0,4.0,4.5,3.4,1.67,1519.28,1777.46,-1.0,Newcastle,False,-258.2,0.67,0.5
2003-04-26,West Brom,Liverpool,0.0,6.0,A,0.0,1.0,A,9.0,18.0,5.0,14.0,12.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,12.0,5.0,3.6,1.57,1517.95,1791.32,-6.0,Liverpool,False,-273.4,0.56,0.78
2003-04-27,Man City,West Ham,0.0,1.0,A,0.0,0.0,D,16.0,11.0,5.0,7.0,10.0,11.0,11.0,6.0,1.0,1.0,0.0,0.0,7.0,8.0,2.2,3.4,2.75,1647.56,1635.71,-1.0,Man City,True,11.8,0.31,0.64
2003-04-27,Tottenham,Man United,0.0,2.0,A,0.0,0.0,D,6.0,20.0,3.0,15.0,11.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,7.0,13.0,5.0,3.4,1.62,1673.78,1904.48,-2.0,Man United,False,-230.7,0.5,0.75
2003-05-03,Aston Villa,Sunderland,1.0,0.0,H,0.0,0.0,D,11.0,11.0,4.0,7.0,11.0,13.0,12.0,6.0,0.0,1.0,0.0,0.0,6.0,0.0,1.4,3.75,7.5,1665.32,1499.74,1.0,Aston Villa,False,165.6,0.36,0.64
2003-05-03,Blackburn,West Brom,1.0,1.0,D,1.0,0.0,H,13.0,13.0,7.0,7.0,14.0,16.0,7.0,2.0,2.0,1.0,0.0,0.0,10.0,3.0,1.29,4.5,9.0,1714.52,1512.68,0.0,Blackburn,False,201.8,0.54,0.54
2003-05-03,Fulham,Everton,2.0,0.0,H,2.0,0.0,H,13.0,16.0,6.0,8.0,14.0,13.0,6.0,9.0,1.0,1.0,0.0,0.0,4.0,9.0,2.4,3.2,2.6,1630.25,1686.7,2.0,Fulham,False,-56.5,0.46,0.5
2003-05-03,Liverpool,Man City,1.0,2.0,A,0.0,0.0,D,8.0,6.0,6.0,3.0,9.0,17.0,8.0,4.0,2.0,2.0,0.0,0.0,12.0,7.0,1.33,4.33,7.5,1809.32,1656.35,-1.0,Liverpool,True,153.0,0.75,0.5
2003-05-03,Man United,Charlton,4.0,1.0,H,3.0,1.0,H,21.0,4.0,14.0,2.0,6.0,10.0,11.0,3.0,0.0,1.0,0.0,0.0,13.0,3.0,1.14,6.5,12.0,1911.69,1649.23,3.0,Man United,False,262.5,0.67,0.5
2003-05-03,Middlesbrough,Tottenham,5.0,1.0,H,3.0,0.0,H,26.0,6.0,16.0,4.0,15.0,9.0,8.0,3.0,0.0,2.0,0.0,1.0,4.0,7.0,2.1,3.25,3.0,1656.67,1660.14,4.0,Middlesbrough,False,-3.5,0.62,0.67
2003-05-03,Newcastle,Birmingham,1.0,0.0,H,1.0,0.0,H,18.0,4.0,9.0,2.0,14.0,12.0,8.0,4.0,0.0,2.0,0.0,1.0,4.0,12.0,1.4,3.75,7.5,1765.62,1635.34,1.0,Newcastle,False,130.3,0.5,0.5
2003-05-03,Southampton,Bolton,0.0,0.0,D,0.0,0.0,D,10.0,10.0,4.0,2.0,19.0,9.0,7.0,3.0,3.0,2.0,0.0,0.0,5.0,8.0,2.38,3.6,2.38,1674.78,1630.91,0.0,Ninguno,False,43.9,0.4,0.2
2003-05-03,West Ham,Chelsea,1.0,0.0,H,0.0,0.0,D,11.0,8.0,7.0,3.0,12.0,15.0,10.0,8.0,3.0,1.0,0.0,0.0,8.0,10.0,2.5,3.4,2.38,1646.12,1774.95,1.0,Chelsea,True,-128.8,0.64,0.38
2003-05-04,Arsenal,Leeds,2.0,3.0,A,1.0,1.0,D,33.0,11.0,17.0,6.0,16.0,16.0,6.0,2.0,2.0,1.0,0.0,0.0,9.0,7.0,1.3,4.5,8.0,1864.11,1684.39,-1.0,Arsenal,True,179.7,0.52,0.55
2003-05-07,Arsenal,Southampton,6.0,1.0,H,5.0,1.0,H,16.0,13.0,13.0,5.0,12.0,16.0,6.0,10.0,1.0,1.0,0.0,0.0,6.0,5.0,1.44,3.75,6.5,1864.11,1674.78,5.0,Arsenal,False,189.3,0.81,0.38
2003-05-11,Birmingham,West Ham,2.0,2.0,D,0.0,0.0,D,10.0,16.0,7.0,10.0,18.0,11.0,6.0,7.0,1.0,1.0,0.0,0.0,12.0,10.0,3.25,3.5,1.91,1635.34,1646.12,0.0,West Ham,False,-10.8,0.7,0.62
2003-05-11,Bolton,Middlesbrough,2.0,1.0,H,2.0,0.0,H,13.0,6.0,6.0,3.0,18.0,18.0,6.0,5.0,3.0,2.0,0.0,1.0,6.0,4.0,1.57,3.6,5.0,1630.91,1656.67,1.0,Bolton,False,-25.8,0.46,0.5
2003-05-11,Charlton,Fulham,0.0,1.0,A,0.0,1.0,A,10.0,17.0,4.0,7.0,13.0,14.0,2.0,4.0,2.0,3.0,1.0,0.0,3.0,7.0,2.1,3.25,3.0,1649.23,1630.25,-1.0,Charlton,True,19.0,0.4,0.41
2003-05-11,Chelsea,Liverpool,2.0,1.0,H,2.0,1.0,H,13.0,5.0,6.0,3.0,17.0,13.0,4.0,3.0,3.0,1.0,0.0,1.0,7.0,12.0,2.38,3.0,2.75,1774.95,1809.32,1.0,Chelsea,False,-34.4,0.46,0.6
2003-05-11,Everton,Man United,1.0,2.0,A,1.0,1.0,D,8.0,17.0,4.0,12.0,16.0,15.0,6.0,6.0,5.0,3.0,0.0,0.0,6.0,13.0,2.5,3.4,2.38,1686.7,1911.69,-1.0,Man United,False,-225.0,0.5,0.71
2003-05-11,Leeds,Aston Villa,3.0,1.0,H,1.0,1.0,D,11.0,18.0,5.0,6.0,18.0,14.0,1.0,8.0,0.0,1.0,0.0,0.0,7.0,8.0,1.83,3.25,3.75,1684.39,1665.32,2.0,Leeds,False,19.1,0.45,0.33
2003-05-11,Man City,Southampton,0.0,1.0,A,0.0,1.0,A,17.0,6.0,7.0,3.0,14.0,14.0,10.0,4.0,3.0,4.0,0.0,0.0,10.0,4.0,1.62,3.4,5.0,1656.35,1674.78,-1.0,Man City,True,-18.4,0.41,0.5
2003-05-11,Sunderland,Arsenal,0.0,4.0,A,0.0,2.0,A,7.0,20.0,3.0,13.0,16.0,12.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,3.4,1.62,1499.74,1864.11,-4.0,Arsenal,False,-364.4,0.43,0.65
2003-05-11,Tottenham,Blackburn,0.0,4.0,A,0.0,2.0,A,11.0,13.0,7.0,9.0,9.0,12.0,6.0,3.0,1.0,1.0,1.0,0.0,4.0,8.0,2.5,3.5,2.3,1660.14,1714.52,-4.0,Blackburn,False,-54.4,0.64,0.69
2003-05-11,West Brom,Newcastle,2.0,2.0,D,0.0,1.0,A,8.0,14.0,3.0,9.0,9.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,4.0,7.0,4.0,3.5,1.73,1512.68,1765.62,0.0,Newcastle,False,-252.9,0.38,0.64
2003-08-16,Arsenal,Everton,2.0,1.0,H,1.0,0.0,H,11.0,13.0,5.0,7.0,8.0,15.0,6.0,9.0,1.0,3.0,1.0,1.0,10.0,3.0,1.4,3.8,8.0,1863.34,1674.36,1.0,Arsenal,False,189.0,0.45,0.54
2003-08-16,Birmingham,Tottenham,1.0,0.0,H,1.0,0.0,H,10.0,15.0,5.0,7.0,20.0,27.0,1.0,4.0,3.0,5.0,0.0,0.0,10.0,3.0,2.38,3.25,2.75,1633.01,1633.33,1.0,Birmingham,False,-0.3,0.5,0.47
2003-08-16,Blackburn,Wolves,5.0,1.0,H,2.0,0.0,H,25.0,8.0,13.0,5.0,8.0,14.0,6.0,2.0,1.0,1.0,0.0,0.0,8.0,11.0,1.62,3.4,5.5,1726.85,1598.58,4.0,Blackburn,False,128.3,0.52,0.62
2003-08-16,Fulham,Middlesbrough,3.0,2.0,H,1.0,1.0,D,17.0,8.0,9.0,5.0,18.0,16.0,7.0,6.0,1.0,1.0,0.0,0.0,10.0,3.0,2.3,3.25,2.8,1653.8,1664.97,1.0,Fulham,False,-11.2,0.53,0.62
2003-08-16,Leicester,Southampton,2.0,2.0,D,2.0,0.0,H,12.0,13.0,7.0,10.0,27.0,15.0,2.0,7.0,3.0,1.0,0.0,0.0,6.0,4.0,2.5,3.2,2.6,1603.58,1677.84,0.0,Leicester,False,-74.3,0.58,0.77
2003-08-16,Man United,Bolton,4.0,0.0,H,1.0,0.0,H,13.0,15.0,6.0,5.0,12.0,8.0,8.0,4.0,0.0,4.0,0.0,0.0,13.0,9.0,1.29,4.5,10.0,1921.07,1643.75,4.0,Man United,False,277.3,0.46,0.33
2003-08-16,Portsmouth,Aston Villa,2.0,1.0,H,1.0,0.0,H,4.0,9.0,3.0,5.0,18.0,22.0,7.0,9.0,2.0,1.0,0.0,1.0,12.0,7.0,2.38,3.25,2.75,1588.27,1662.99,1.0,Portsmouth,False,-74.7,0.75,0.56
2003-08-17,Charlton,Man City,0.0,3.0,A,0.0,2.0,A,10.0,14.0,5.0,8.0,12.0,16.0,4.0,7.0,2.0,1.0,1.0,0.0,3.0,9.0,2.25,3.4,2.75,1638.7,1662.32,-3.0,Charlton,True,-23.6,0.5,0.57
2003-08-17,Leeds,Newcastle,2.0,2.0,D,1.0,1.0,D,8.0,19.0,3.0,10.0,19.0,16.0,4.0,8.0,4.0,2.0,0.0,0.0,9.0,8.0,2.75,3.25,2.38,1708.48,1772.5,0.0,Newcastle,False,-64.0,0.38,0.53
2003-08-17,Liverpool,Chelsea,1.0,2.0,A,0.0,1.0,A,12.0,10.0,7.0,6.0,13.0,12.0,8.0,6.0,3.0,1.0,0.0,0.0,9.0,7.0,2.25,3.25,2.88,1791.64,1776.47,-1.0,Liverpool,True,15.2,0.58,0.6
2003-08-23,Bolton,Blackburn,2.0,2.0,D,2.0,0.0,H,16.0,10.0,10.0,5.0,11.0,15.0,9.0,2.0,2.0,4.0,0.0,1.0,6.0,11.0,2.5,3.3,2.5,1643.75,1726.85,0.0,Ninguno,False,-83.1,0.62,0.5
2003-08-23,Chelsea,Leicester,2.0,1.0,H,2.0,1.0,H,17.0,5.0,7.0,1.0,12.0,18.0,7.0,2.0,0.0,3.0,1.0,2.0,10.0,6.0,1.25,5.0,10.0,1776.47,1603.58,1.0,Chelsea,False,172.9,0.41,0.2
2003-08-23,Everton,Fulham,3.0,1.0,H,3.0,0.0,H,10.0,23.0,8.0,15.0,15.0,14.0,4.0,10.0,2.0,4.0,0.0,0.0,3.0,10.0,1.8,3.4,4.0,1674.36,1653.8,2.0,Everton,False,20.6,0.8,0.65
2003-08-23,Man City,Portsmouth,1.0,1.0,D,0.0,1.0,A,21.0,4.0,11.0,2.0,8.0,22.0,11.0,7.0,2.0,3.0,0.0,0.0,9.0,12.0,1.67,3.6,4.5,1662.32,1588.27,0.0,Man City,False,74.0,0.52,0.5
2003-08-23,Newcastle,Man United,1.0,2.0,A,1.0,0.0,H,7.0,11.0,5.0,8.0,18.0,14.0,2.0,4.0,2.0,2.0,0.0,0.0,9.0,15.0,3.0,3.2,2.2,1772.5,1921.07,-1.0,Man United,False,-148.6,0.71,0.73
2003-08-23,Southampton,Birmingham,0.0,0.0,D,0.0,0.0,D,14.0,12.0,7.0,5.0,15.0,19.0,2.0,7.0,3.0,1.0,0.0,0.0,5.0,10.0,1.91,3.25,3.75,1677.84,1633.01,0.0,Southampton,False,44.8,0.5,0.42
2003-08-23,Tottenham,Leeds,2.0,1.0,H,1.0,1.0,D,20.0,5.0,4.0,2.0,14.0,14.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,10.0,2.0,3.25,3.4,1633.33,1708.48,1.0,Tottenham,False,-75.2,0.2,0.4
2003-08-23,Wolves,Charlton,0.0,4.0,A,0.0,4.0,A,10.0,8.0,4.0,6.0,11.0,7.0,5.0,2.0,2.0,1.0,0.0,1.0,8.0,3.0,2.38,3.25,2.7,1598.58,1638.7,-4.0,Wolves,True,-40.1,0.4,0.75
2003-08-24,Aston Villa,Liverpool,0.0,0.0,D,0.0,0.0,D,14.0,15.0,9.0,9.0,16.0,7.0,8.0,9.0,0.0,1.0,0.0,0.0,4.0,6.0,3.0,3.2,2.2,1662.99,1791.64,0.0,Liverpool,False,-128.7,0.64,0.6
2003-08-24,Middlesbrough,Arsenal,0.0,4.0,A,0.0,3.0,A,10.0,14.0,4.0,10.0,11.0,7.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,10.0,4.0,3.4,1.8,1664.97,1863.34,-4.0,Arsenal,False,-198.4,0.4,0.71
2003-08-25,Blackburn,Man City,2.0,3.0,A,1.0,1.0,D,14.0,13.0,10.0,5.0,14.0,10.0,9.0,0.0,2.0,1.0,0.0,0.0,11.0,7.0,2.0,3.25,3.4,1726.85,1662.32,-1.0,Blackburn,True,64.5,0.71,0.38
2003-08-26,Charlton,Everton,2.0,2.0,D,1.0,1.0,D,10.0,13.0,4.0,4.0,8.0,8.0,6.0,8.0,1.0,1.0,0.0,0.0,6.0,6.0,2.38,3.2,2.75,1638.7,1674.36,0.0,Charlton,False,-35.7,0.4,0.31
2003-08-26,Leeds,Southampton,0.0,0.0,D,0.0,0.0,D,15.0,14.0,6.0,8.0,10.0,11.0,6.0,10.0,2.0,3.0,0.0,0.0,7.0,6.0,2.0,3.25,3.4,1708.48,1677.84,0.0,Leeds,False,30.6,0.4,0.57
2003-08-26,Leicester,Middlesbrough,0.0,0.0,D,0.0,0.0,D,12.0,13.0,4.0,3.0,17.0,16.0,6.0,4.0,3.0,2.0,0.0,0.0,3.0,3.0,2.5,3.2,2.6,1603.58,1664.97,0.0,Leicester,False,-61.4,0.33,0.23
2003-08-26,Portsmouth,Bolton,4.0,0.0,H,0.0,0.0,D,13.0,13.0,8.0,4.0,12.0,14.0,0.0,4.0,2.0,4.0,0.0,0.0,13.0,6.0,2.1,3.25,3.2,1588.27,1643.75,4.0,Portsmouth,False,-55.5,0.62,0.31
2003-08-27,Arsenal,Aston Villa,2.0,0.0,H,0.0,0.0,D,14.0,6.0,6.0,3.0,16.0,16.0,2.0,6.0,3.0,4.0,0.0,0.0,12.0,4.0,1.29,5.0,8.5,1863.34,1662.99,2.0,Arsenal,False,200.3,0.43,0.5
2003-08-27,Liverpool,Tottenham,0.0,0.0,D,0.0,0.0,D,22.0,9.0,10.0,4.0,20.0,27.0,8.0,5.0,2.0,5.0,0.0,0.0,4.0,3.0,1.5,3.5,7.0,1791.64,1633.33,0.0,Liverpool,False,158.3,0.45,0.44
2003-08-27,Man United,Wolves,1.0,0.0,H,0.0,0.0,D,14.0,12.0,5.0,2.0,6.0,12.0,10.0,2.0,2.0,2.0,0.0,0.0,15.0,5.0,1.14,6.5,15.0,1921.07,1598.58,1.0,Man United,False,322.5,0.36,0.17
2003-08-30,Aston Villa,Leicester,3.0,1.0,H,3.0,0.0,H,10.0,5.0,8.0,4.0,18.0,17.0,11.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,1.67,3.4,5.0,1662.99,1603.58,2.0,Aston Villa,False,59.4,0.8,0.8
2003-08-30,Bolton,Charlton,0.0,0.0,D,0.0,0.0,D,13.0,7.0,9.0,1.0,18.0,16.0,12.0,3.0,4.0,2.0,0.0,0.0,5.0,4.0,2.3,3.25,2.8,1643.75,1638.7,0.0,Bolton,False,5.0,0.69,0.14
2003-08-30,Chelsea,Blackburn,2.0,2.0,D,1.0,1.0,D,12.0,7.0,5.0,4.0,11.0,19.0,3.0,4.0,0.0,4.0,0.0,0.0,10.0,8.0,1.5,3.6,6.5,1776.47,1726.85,0.0,Chelsea,False,49.6,0.42,0.57
2003-08-30,Everton,Liverpool,0.0,3.0,A,0.0,1.0,A,11.0,18.0,5.0,11.0,22.0,17.0,9.0,5.0,3.0,3.0,0.0,0.0,4.0,2.0,2.6,3.2,2.5,1674.36,1791.64,-3.0,Liverpool,False,-117.3,0.45,0.61
2003-08-30,Middlesbrough,Leeds,2.0,3.0,A,0.0,1.0,A,27.0,8.0,16.0,4.0,17.0,21.0,6.0,3.0,2.0,3.0,0.0,0.0,4.0,8.0,2.0,3.25,3.4,1664.97,1708.48,-1.0,Middlesbrough,True,-43.5,0.59,0.5
2003-08-30,Newcastle,Birmingham,0.0,1.0,A,0.0,0.0,D,19.0,7.0,10.0,3.0,15.0,15.0,9.0,6.0,2.0,1.0,0.0,0.0,8.0,8.0,1.53,3.4,6.5,1772.5,1633.01,-1.0,Newcastle,True,139.5,0.53,0.43
2003-08-30,Tottenham,Fulham,0.0,3.0,A,0.0,1.0,A,18.0,9.0,6.0,5.0,15.0,13.0,9.0,4.0,0.0,2.0,0.0,0.0,4.0,10.0,1.67,3.4,5.0,1633.33,1653.8,-3.0,Tottenham,True,-20.5,0.33,0.56
2003-08-30,Wolves,Portsmouth,0.0,0.0,D,0.0,0.0,D,11.0,9.0,2.0,2.0,15.0,16.0,4.0,6.0,3.0,5.0,0.0,0.0,2.0,13.0,2.75,3.2,2.38,1598.58,1588.27,0.0,Portsmouth,False,10.3,0.18,0.22
2003-08-31,Man City,Arsenal,1.0,2.0,A,1.0,0.0,H,11.0,10.0,7.0,5.0,12.0,11.0,5.0,5.0,4.0,3.0,0.0,0.0,10.0,15.0,4.0,3.4,1.8,1662.32,1863.34,-1.0,Arsenal,False,-201.0,0.64,0.5
2003-08-31,Southampton,Man United,1.0,0.0,H,0.0,0.0,D,12.0,10.0,5.0,9.0,8.0,10.0,9.0,5.0,1.0,0.0,0.0,0.0,6.0,15.0,5.0,3.4,1.67,1677.84,1921.07,1.0,Man United,True,-243.2,0.42,0.9
2003-09-13,Arsenal,Portsmouth,1.0,1.0,D,1.0,1.0,D,12.0,8.0,7.0,2.0,11.0,19.0,7.0,1.0,2.0,3.0,0.0,0.0,15.0,11.0,1.28,4.5,10.0,1878.36,1611.77,0.0,Arsenal,False,266.6,0.58,0.25
2003-09-13,Blackburn,Liverpool,1.0,3.0,A,1.0,1.0,D,8.0,21.0,5.0,14.0,13.0,11.0,5.0,10.0,2.0,2.0,1.0,0.0,8.0,5.0,2.8,3.25,2.3,1721.56,1782.84,-2.0,Liverpool,False,-61.3,0.62,0.67
2003-09-13,Bolton,Middlesbrough,2.0,0.0,H,1.0,0.0,H,13.0,7.0,8.0,6.0,17.0,14.0,10.0,1.0,3.0,3.0,0.0,0.0,5.0,1.0,2.3,3.2,2.87,1621.04,1637.47,2.0,Bolton,False,-16.4,0.62,0.86
2003-09-13,Charlton,Man United,0.0,2.0,A,0.0,0.0,D,8.0,14.0,3.0,9.0,19.0,18.0,3.0,3.0,2.0,2.0,1.0,0.0,5.0,12.0,5.0,3.6,1.61,1637.4,1914.08,-2.0,Man United,False,-276.7,0.38,0.64
2003-09-13,Chelsea,Tottenham,4.0,2.0,H,2.0,1.0,H,12.0,9.0,6.0,3.0,16.0,20.0,10.0,3.0,1.0,4.0,0.0,0.0,10.0,4.0,1.53,3.6,6.0,1782.09,1620.44,2.0,Chelsea,False,161.6,0.5,0.33
2003-09-13,Everton,Newcastle,2.0,2.0,D,0.0,0.0,D,9.0,4.0,7.0,2.0,20.0,21.0,6.0,3.0,5.0,5.0,1.0,1.0,4.0,5.0,2.37,3.2,2.75,1664.4,1738.78,0.0,Everton,False,-74.4,0.78,0.5
2003-09-13,Southampton,Wolves,2.0,0.0,H,1.0,0.0,H,15.0,10.0,10.0,3.0,16.0,20.0,7.0,3.0,3.0,5.0,0.0,0.0,9.0,2.0,1.61,3.4,5.5,1685.93,1567.96,2.0,Southampton,False,118.0,0.67,0.3
2003-09-14,Birmingham,Fulham,2.0,2.0,D,1.0,1.0,D,15.0,8.0,9.0,6.0,16.0,21.0,8.0,1.0,1.0,4.0,1.0,1.0,8.0,12.0,1.83,3.25,4.0,1650.69,1664.02,0.0,Birmingham,False,-13.3,0.6,0.75
2003-09-14,Man City,Aston Villa,4.0,1.0,H,0.0,1.0,A,17.0,8.0,9.0,4.0,11.0,11.0,4.0,3.0,0.0,1.0,0.0,0.0,7.0,4.0,1.83,3.25,4.0,1676.91,1656.96,3.0,Man City,False,20.0,0.53,0.5
2003-09-15,Leicester,Leeds,4.0,0.0,H,2.0,0.0,H,19.0,14.0,11.0,2.0,10.0,10.0,9.0,5.0,0.0,2.0,0.0,0.0,3.0,8.0,2.6,3.2,2.5,1589.04,1702.01,4.0,Leeds,True,-113.0,0.58,0.14
2003-09-20,Aston Villa,Charlton,2.0,1.0,H,1.0,0.0,H,15.0,8.0,6.0,3.0,13.0,13.0,10.0,2.0,3.0,2.0,0.0,0.0,4.0,5.0,1.9,3.25,3.75,1656.96,1633.13,1.0,Aston Villa,False,23.8,0.4,0.38
2003-09-20,Fulham,Man City,2.0,2.0,D,0.0,0.0,D,13.0,7.0,9.0,6.0,14.0,19.0,2.0,4.0,2.0,5.0,0.0,0.0,10.0,10.0,2.3,3.25,2.8,1664.02,1676.91,0.0,Fulham,False,-12.9,0.69,0.86
2003-09-20,Leeds,Birmingham,0.0,2.0,A,0.0,0.0,D,12.0,7.0,6.0,3.0,15.0,14.0,6.0,1.0,4.0,2.0,1.0,0.0,5.0,9.0,2.1,3.25,3.2,1702.01,1650.69,-2.0,Leeds,True,51.3,0.5,0.43
